text,anger
These faggot ass niggas really think they a female,1
@JenkinsJaray faggot ass boy,1
someone track down this Korean cake faggot ass,1
nobody wants to write a fucking paper on banquo and his faggot ass friend macbeth,1
I fucking hate my faggot ass brother,1
He swear he a blood but pronounced the C in bitch... Man I'd kill this faggot ass dude Bruh  https://t.co/TgPCaKXqzi,1
We all know ur faggot ass wrote that. https://t.co/89Pu66wLBa,1
"Fuck all u faggot ass fat ass niggers #BlackOutDay #PosiBean 
#BodyPosi",1
@_princesshope @a0ifehannon @jordanlawilson lmfao yeah.. I'm ugly.. I'm sure you wanna suck my dick with your faggot ass,1
Nah you rather the team go 7-9 so your faggot ass can bitch about Jay and Kirk for the whole offseason  https://t.co/8gL7zd4Sak,1
I hate a faggot ass nigga,1
"Shit like this, fam.. Smmfh Can't stand these faggot ass niggas, bruh.. Eye taught my sister how to kill these types https://t.co/PvDJjTWfGw",1
@JjHaMpS67 faggot ass midget bitch,1
Fuck that faggot ass nigga white boy wasn't even bout it and he fucking with him  https://t.co/kG5S5rulBf,1
I'm Praying The Leave All These Faggot Ass Dances In 2015 _?ã¢Ìöå?_?ã¢å?_ Please Lord .,1
"""you's a faggot bitch.. nat.. ugly.. not tuesdae doe.""",1
Faggot bitch https://t.co/lHYMN4LVSB,1
When nicks downstairs playin his game and all I hear is WTF YOU STUPID FUCKING FAGGOT BITCH! I died a little lmao _?ã¢?Û_Ì__?ã¢?Û_Ì_ it was so unexpected,1
Faggot bitch @OBJ_3,1
@SuperKid_21 faggot bitch,1
IF YOU HATE GAY PEOPLE YOU SHOULD GET YOUR ASS BEAT YOU'RE A CLOSE MINDED FAGGOT BITCH KISS MY FEET,1
pride being defiant FAGGOT RUSSIAN CLOWN SCRUB TATTO OFF YOU FAGGOT BITCH GETTING SHOT IN THE FOREHEAD,1
fuck that piece of shit seth rollins I hate you you little bitch asshole cock sucking faggot bitch fuck you #Slammy seth your a bastard,1
@BlakeFord123 GTFO habs fan faggot bitch you guys fucking suck,1
"@DrtyChimichanga 6.) Being a fucking faggot bitch
Getting offended easily
Anger management issues
Pressing your opinions into facts",1
"hey @theneedledrop hi, blowthony jobthano here, the internet's busiest COCKSU C C ING FAGGOT BITCH",1
@TimboCogs you still a faggot bitch,1
@cly_de you SHOULD ONLY have sex with a woman you faggot bitch it's Adam and Eve not Adam and Steve you messed up mother fucker,1
"@CosciaSebastian Faggot Bitch cunt ass motherfucker
:)",1
@datiszoraar shut the fuck up you inbred faggot bitch,1
@spodermenpls FUCK YOU SPODERMAN YOU GAY ASS FAGGOT BITCH,1
Musty pussy faggot bitch just tryna lick my sack for riches...mhm,1
i hate you you ugly faggot bitch piece of shit.  https://t.co/O8i31XJI9U,1
Cool1990ify commented: Kill yourself you idiot stupid dumb retarded noob cunt worthless faggot bitch piece of pig's shit son of a dick suck,1
He's a faggot bitch but he's still day one,1
There's a reason this faggot bitch got cut. Bc he fucking sucks  https://t.co/0pG83V9LW4,1
@Seairuh_x0 lmao you don't remember that fake page that was made just for me you and jade _?ã¢?Û__ &amp; she tried me. Faggot bitch.,1
+0 OCCUPIED SEAT+666 ANTICHRIST BOPICH SOUEN FUCK YOU  RETARDED MONkey LIES siHAMoni NOrodom WHY DONT you SHOW YOUR right HAND FAGGOT BITCH.,1
@dabulls629 @Germ_Lerma id tackle u then proceed to deadly tickling faggot bitch,1
@6ix_Fest your a faggot _?ã¢?Û_Ì__?ã¢?Û_Ì_bitch was getting naked on my bed and shit,1
Josh Norman you fucking faggot bitch,1
"@Patriot_Ink @tweetybird2009 &gt;&gt;&gt;&gt;WHO YOU ARE YOU FUCKIN FAGGOT BITCH obama WILL BE REVEAL SOON, THEN WE WILL DESTROY EVERYTHING YOU'VE DONE!",1
"@NFL @OBJ_3 is a bitch. faggot, bitch nigga, BITCH!!!!!!!!! ho ass nigga!!!! FAGGOT BITCH! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
@xRexRayy suck my dick bitch you spelled piece wrong cunt faggot bitch,1
@juliawkk happy birthday faggot bitch,1
@pretty_ass_yaya some faggot bitch that cheer leads _?ã¢?Û_åÊ_?ã¢?Û_åÊ_?ã¢?Û_åÊ,1
@e7b121c87b1d422 @ESPNNFL who you calling a faggot BITCH grow your followers like I grow my DICK little bitch get the fuck outta here,1
Niggas on Twitter will call U a faggot for taking money from your girl. Shit prolly weird to a lot of y'all,1
"I, @Haute_MILF am a gay faggot for the love actually soundtrack and cry to that  fucking songbird song every time now you all know the truth",1
"If you could not be a faggot for like, ever.

That'd be awesome.",1
CCB EDWARD NG U R A FKING FAGGOT FOR BRINGING MY HOPES UP @Edwaaardngg _?ã¢?Û_å?_?ã¢?Û_å?_?ã¢?Û_å?_?ã¢?Û_å?_?ã¢?Û_å?,1
@ROCKETTHEEMAN cam a faggot for sapping that nigga. I can't be cool w a nigga beefin w my teammates,1
@KaYKaYKaY904 yea son is a faggot for that,1
Brittany a faggot for real.,1
Ra'shad a faggot for searching his name,1
Faggot for tripping him https://t.co/moG0CZ76R6,1
@jacobsartorius faggot for calling me cutie smh,1
Bruce Banner still a faggot for what happened in Age Of Ultron. Black Widow throwing the pussy at him and he decides to go into hiding,1
"@illegalest OMG your friend is such a faggot for banning people in tc earlier, seriously you don't need fuckheads like that in your life",1
YOU'RE A FAGGOT FOR BLOCKING ME AND I'VE NEVER EVEN SPOKEN TO YOU DICK HEAD https://t.co/CHx6sQFjvS,1
@RCRNT @_APLYN does it genuinely make you happy or are you just a faggot for no reason,1
@svperbcxrd Fuck u bitch Read the rules fool You got to stop being a faggot for ONE WHOLE YEAR before u can donate jew,1
@HamXur He's your Man you faggot smh. Don't you know that's haram?,1
OBJ such a faggot smh,1
What a faggot smh https://t.co/MU1BgJcLmV,1
@bigboy62739 your really a faggot smh,1
@_scoope_ that's when he finally got that anger out... He been should have done that... He was throwing bitch slaps like a faggot smh,1
fucking faggot.....smh at this cuntry https://t.co/cD5h4r4p0Z,1
Cant believe that nigga steven fernandez or Switch God Faggot smh these niggas deserve to get their assholes pushed in _?ã¢?Û_?Û?,1
@_nausicaalyssa @LifelessOmar im scene not a faggot smh,1
@slimshayniee god what a faggot smh,1
@Almighty_012 @chrisr7636 you're a fucking faggot _?ã¢?Û_?Û_ smh,1
@lolDemonisKinq @Contrism faggot smh,1
"You could be anything and you chose to be a fucking faggot, smh",1
@EverythingMaheI @SoaRMicro she looks like pepe u faggot smh,1
@HoldMyB33rforme what a fucking faggot smh.. I can't believe u mod I had so much respect for u,1
@Krishhhs wwe faggot smh,1
@xBreachs ezam is a faggot that's all you need to know,1
"@cudera_ @SexualGif exactly, any nigga that gets his eyebrows done &amp; arched is a faggot. That's final",1
Bruce Jenner a faggot that don't believe in gay marriage,1
"#dearsantasorryfor all those times i said faggot that was really insensitive of me
please bring me a hot bf and also anime titty",1
@Hamiichan a fucking faggot that needs to die this instant,1
@beyhoece you and any other faggot that was in my mentions,1
fuck any faggot that does this and believes this https://t.co/0bROmYkdjQ,1
imagine being that much of a faggot that you like Mince Pies,1
@AwSoMeWoWzz @LarsonJoelarson i am officially done now with you. You are just a 2000  faggot that plays cod all day likes to lick vahns nuts,1
@CatherineStark_ where? English girl you little faggot. that's a brilliant thought of you _?ã¢?Û_?Û¢_?ã¢?Û_?Û¢ btw nak _?ã¢å?Ì©_?ã¢å?Ì©,1
@SalVancio me and Gary read this tweet together and we both agreed you're still the same faggot that you were before oneonta,1
@DitzyFlama isn't that the faggot that was self advertising on the livestream lol,1
Fear yk is actually a faggot that fool is is accessing Triztrocity's lineups for free and bragging to him about it like what a tool,1
@adyanahady its a faggot that's fr sure! :D,1
"@miamidecor Well I do care,sorry you don't. I ain't gonna stoop to the level others have that call me Nigger and Faggot,that is beneath me.",1
Luxray is the biggest faggot that xrays fucking play legit cunt and you are terrible.,1
"@Common_Filth 
this is the same faggot that posts mishima-appreciation threads every few weeks.",1
@KEEMSTARx you're a faggot that still makes news on 14-16 year olds LMFAO jokes on you old man.,1
Damon is a grade A faggot that's it.,1
@StevieKommer @Ryan_d67 StevieKomer: your grandma makes cookies like a faggot.                           That's yours,1
@rampagewilson @pablofattits He's a lonely old wannabe cat lady faggot that has nothing better to do.,1
@vSnstr @Contrism He is a faggot that's all I am going to say.,1
@LawsonLightfoot @SynEmission ur a fucking gay ass pussy faggot that deserves to be eaten by a half cobra half nigger,1
@TheJeffRidgway MotherFucker you are a faggot that was uncool you will go to jail or prison Uncle Larry will call the cops I would too,1
@georgiaamcbride just a little faggot that's all George ?Ê?Û_Ì_,1
subtweeting faggots and some princesses that are 1 or 2 years old,1
@CrawfordCollins neither you're both faggots and need to kill yourselves,1
@Fluen7 @FFraqtuur @milIargh no my country is ok take a look at yours royal air faggots and black and tans,1
"@CNN @CNNOpinion OK. As long as you remember that Jesus also condemned faggots and abortion, and false prophets like muhammad (later I know)",1
You're all faggots. And that's coming from one.,1
When you want to tweet your feelings but then you remember Twitter is for faggots. And feelings,1
Faggots and their lists. LOL,1
@DeGromPls @twgiants @BenKnicks18 @PorzinGOD 2 faggots and a guy I don't know,1
Yall niggas be undercover faggots and rats!!! #IDontRespectYall.,1
Y'all hoes love these faggots and trannies until ya catch ya nigga wit one!! _?ã¢?Û_Ì__?ã¢?Û_Ì_,1
@corrupdate @nameisyogi editors need to quit being faggots and take the 30fps cock,1
Niggas faggots and I don't argue with those,1
@JustinMUT360 @DCRisingMT u both r worthless fucking faggots and r ignorant af hmu if u r ever in ny thanks take the L,1
feminists and faggots and their bloodthirst for revisionist history,1
.@LouiseRidley @paddypower . You criticise the faggots and your in for it! Gaystapo ! Rename it the PC sports personality of the year,1
The name gaygot happened just bc we always used faggots and gays to call each other,1
Two Things I Hate With Passion. Faggots And Fakes,1
@devon_the_neko people are faggots and douches lol,1
@genophilia @torslayer I plan to purge many of them from my follows next week. Too many faggots and probable FBI informants.,1
Anglos are wimpy fags complaining that muslims and other savages are not peaceful faggots like themselves.,1
@sexysexsIave ugh i hate faggots like you.,1
@alexhansen thats what ultimate faggots like you get in life. ultimate faggotry like yours attracts hatred and ill will. fucking faggot,1
can Hitler come back to life and kill all faggots like this https://t.co/upRdjx9iV5,1
When u examine faggots like MLK jr and DuBois.... talk about SELECTED. These were not self-made men....,1
@MannyDeluxxxe your a whack ass Twitter song writer who only has 491 followers. faggots like you who be on my dick &amp; don't know me kills me.,1
@Gatorrrade hes one of my fav players only faggots like doyle cry about a dirty hit what nfl player hasnt tried to land a dirty hit before,1
the underground became lost when everybody decided the whole point was to become faggots like real celebrities are.,1
a bunch of soundcloud faggots like @puplord305 follow me and it doesnt make any sense,1
doing my bloodvelds task man i always deal with faggots like this https://t.co/2VHWii9JVR,1
@FUCK_MCFH Do the world a favour and just end it all. The world doesn't need 12 year old keyboard warrior faggots like you.,1
#verbalabuse for pathetic cuntface faggots like you! #fem @iWantClips https://t.co/kZx2oEGhNU https://t.co/HEgmKngqcz,1
@roflmaoism @AmyStephen @AnoniJihad But I don't give hysterical faggots like you the time of day.,1
@Lama4026 @romyatt I know she's on our side but you have faggots like Khodr and his boys who like to spark shit,1
Muslims are the muscle that faggots like @Evildoer_Esq are counting on to rape &amp; murder Whites.  https://t.co/c3aW0p2my6,1
@_miniminion hahahahahaha Faggots like these would certainly rot in hell.,1
I know way too many faggots like that lol,1
Hopefully by 2016 they also separate all the faggots like you from Pakistan. Alhumdulilah   https://t.co/ljTksoIdrf,1
"@Gods_war113 @Hadi_Syed 
Salahuddin seriously made faggots like you his bitch. Now I'll make you my bitch.",1
"@FutbolAndrew @Carlitos___32 because we laugh about faggots like you, who only have football Twitter. Without it you're nothing",1
@KylahTernauxx ARM WRESTLING IS FOR LITTLE FAGGOTS LIKE YOU,1
"@snorlax101011 good luck, don't get how someone be so dense, and the fact that people actually support faggots like that, fuck it.",1
@BodyofReggie @Business_Rob there are sj faggots who think nafedude is a kid.,1
running with lfg faggots who think they know everything &lt;&lt;&lt;&lt;&lt;&lt;&lt;,1
Faggots who ain't come out the closet yet be like... https://t.co/zVgRvyUAy9,1
its impossible to do anything against faggots who fucking kill themselves every fucking time you hitmarker them. fuck them all,1
ALL FAGGOTS WHO SET DIS OFF BUT ITS #REALNIGGAHOURS,1
@emptyMINDZ and ppl actually think Lovren is better. Some reds change their opinions game by game. Faggots who never go to the game,1
"This is why Donald Trump is leading the polls. War on political correct faggots who hide behind lawyers, HR cunts or employment equity.",1
@Captain_Alph Gay faggots who depend on him to draw their shit waifu hentai,1
@cutewaifus no u associate urself with anime faggots who feel powerful over other teenage nerds,1
@GuyScott33 wow reading ur timeline ur one of those right winged faggots who type in caps ur so cool u cunt go die,1
i hate all of you faggots who livetweet wwe you cunts,1
Of course there were some 10-12 year old faggots who kept talking throughout the movie... I guess that should be expected sigh...,1
those who criticize me for banging my sister are just fat faggots who never leave their houses. dont judge me. my sister is hot.,1
MOST OF U TWITTER FAGGOTS WHO SUCK KANYE BALLS 24/7 https://t.co/eQrQkasTf1,1
the faggots who are excusing/defending pia bareback are the same faggots who were crying for jennifer laude's murder some months ago amazing,1
"Never plan on losing your own personal wars, No respect for them faggots who enforce there laws.",1
"Being a sheep...
Faggots who have made my 2015:
@blueteamMike 
@AbnormalFishDog 
@GardenPeaaas 
@Elitespecz 
@TwistUHC 
@RealMrGberry",1
"#BoycottStarWarsVII may have failed, but at least it existed to do the right thing. Unlike those regressive faggots who made the movie.",1
"I love Jesus
I love Jesus
I HATE faggots
I love Jesus
I HATE faggots
Who do you hate? dirty fucking faggots!",1
@Virtue_ANs the demographic that these teams try to appeal to is a bunch of 12 year old brainwashed faze faggots who actually enjoy that,1
"@FucktardIdiot @trill_pikachu @HeerJeet @Michelgrabowy speaking of self-hating faggots who aren't funny, did you respond to Chu's tweet yet?",1
